n         n^2       n^3            rad_quad(n)    rad_cub(n)     
8737      76335169  666940371553   93.4719        20.5962        
8738      76352644  667169403272   93.4773        20.597         
8739      76370121  667398487419   93.4826        20.5978        
8740      76387600  667627624000   93.488         20.5986        
8741      76405081  667856813021   93.4933        20.5994        
8742      76422564  668086054488   93.4987        20.6001        
8743      76440049  668315348407   93.504         20.6009        
8744      76457536  668544694784   93.5094        20.6017        
8745      76475025  668774093625   93.5147        20.6025        
8746      76492516  669003544936   93.5201        20.6033        
8747      76510009  669233048723   93.5254        20.6041        
8748      76527504  669462604992   93.5307        20.6049        
8749      76545001  669692213749   93.5361        20.6056        
8750      76562500  669921875000   93.5414        20.6064        
8751      76580001  670151588751   93.5468        20.6072        
8752      76597504  670381355008   93.5521        20.608         
8753      76615009  670611173777   93.5575        20.6088        
8754      76632516  670841045064   93.5628        20.6096        
8755      76650025  671070968875   93.5682        20.6104        
8756      76667536  671300945216   93.5735        20.6111        
8757      76685049  671530974093   93.5788        20.6119        
8758      76702564  671761055512   93.5842        20.6127        
8759      76720081  671991189479   93.5895        20.6135        
8760      76737600  672221376000   93.5949        20.6143        
8761      76755121  672451615081   93.6002        20.6151        
8762      76772644  672681906728   93.6056        20.6158        
8763      76790169  672912250947   93.6109        20.6166        
8764      76807696  673142647744   93.6162        20.6174        
8765      76825225  673373097125   93.6216        20.6182        
8766      76842756  673603599096   93.6269        20.619         
8767      76860289  673834153663   93.6323        20.6198        
8768      76877824  674064760832   93.6376        20.6205        
8769      76895361  674295420609   93.6429        20.6213        
8770      76912900  674526133000   93.6483        20.6221        
8771      76930441  674756898011   93.6536        20.6229        
8772      76947984  674987715648   93.659         20.6237        
8773      76965529  675218585917   93.6643        20.6245        
8774      76983076  675449508824   93.6696        20.6252        
8775      77000625  675680484375   93.675         20.626         
8776      77018176  675911512576   93.6803        20.6268        
8777      77035729  676142593433   93.6856        20.6276        
8778      77053284  676373726952   93.691         20.6284        
8779      77070841  676604913139   93.6963        20.6292        
8780      77088400  676836152000   93.7017        20.6299        
8781      77105961  677067443541   93.707         20.6307        
8782      77123524  677298787768   93.7123        20.6315        
8783      77141089  677530184687   93.7177        20.6323        
8784      77158656  677761634304   93.723         20.6331        
8785      77176225  677993136625   93.7283        20.6339        
8786      77193796  678224691656   93.7337        20.6346        
8787      77211369  678456299403   93.739         20.6354        
8788      77228944  678687959872   93.7443        20.6362        
8789      77246521  678919673069   93.7497        20.637         
8790      77264100  679151439000   93.755         20.6378        
8791      77281681  679383257671   93.7603        20.6386        
8792      77299264  679615129088   93.7657        20.6393        
8793      77316849  679847053257   93.771         20.6401        
8794      77334436  680079030184   93.7763        20.6409        
8795      77352025  680311059875   93.7817        20.6417        
8796      77369616  680543142336   93.787         20.6425        
8797      77387209  680775277573   93.7923        20.6433        
8798      77404804  681007465592   93.7977        20.644         
8799      77422401  681239706399   93.803         20.6448        
8800      77440000  681472000000   93.8083        20.6456        
8801      77457601  681704346401   93.8136        20.6464        
8802      77475204  681936745608   93.819         20.6472        
8803      77492809  682169197627   93.8243        20.6479        
8804      77510416  682401702464   93.8296        20.6487        
8805      77528025  682634260125   93.835         20.6495        
8806      77545636  682866870616   93.8403        20.6503        
8807      77563249  683099533943   93.8456        20.6511        
8808      77580864  683332250112   93.8509        20.6519        
8809      77598481  683565019129   93.8563        20.6526        
8810      77616100  683797841000   93.8616        20.6534        
8811      77633721  684030715731   93.8669        20.6542        
8812      77651344  684263643328   93.8723        20.655         
8813      77668969  684496623797   93.8776        20.6558        
8814      77686596  684729657144   93.8829        20.6565        
8815      77704225  684962743375   93.8882        20.6573        
8816      77721856  685195882496   93.8936        20.6581        
8817      77739489  685429074513   93.8989        20.6589        
8818      77757124  685662319432   93.9042        20.6597        
8819      77774761  685895617259   93.9095        20.6605        
8820      77792400  686128968000   93.9149        20.6612        
8821      77810041  686362371661   93.9202        20.662         
8822      77827684  686595828248   93.9255        20.6628        
8823      77845329  686829337767   93.9308        20.6636        
8824      77862976  687062900224   93.9361        20.6644        
8825      77880625  687296515625   93.9415        20.6651        
8826      77898276  687530183976   93.9468        20.6659        
8827      77915929  687763905283   93.9521        20.6667        
8828      77933584  687997679552   93.9574        20.6675        
8829      77951241  688231506789   93.9628        20.6683        
8830      77968900  688465387000   93.9681        20.669         
8831      77986561  688699320191   93.9734        20.6698        
8832      78004224  688933306368   93.9787        20.6706        
8833      78021889  689167345537   93.984         20.6714        
8834      78039556  689401437704   93.9894        20.6722        
8835      78057225  689635582875   93.9947        20.6729        
8836      78074896  689869781056   94.0           20.6737        
8837      78092569  690104032253   94.0053        20.6745        
8838      78110244  690338336472   94.0106        20.6753        
8839      78127921  690572693719   94.016         20.6761        
8840      78145600  690807104000   94.0213        20.6768        
8841      78163281  691041567321   94.0266        20.6776        
8842      78180964  691276083688   94.0319        20.6784        
8843      78198649  691510653107   94.0372        20.6792        
8844      78216336  691745275584   94.0425        20.68          
8845      78234025  691979951125   94.0479        20.6807        
8846      78251716  692214679736   94.0532        20.6815        
8847      78269409  692449461423   94.0585        20.6823        
8848      78287104  692684296192   94.0638        20.6831        
8849      78304801  692919184049   94.0691        20.6839        
8850      78322500  693154125000   94.0744        20.6846        
8851      78340201  693389119051   94.0798        20.6854        
8852      78357904  693624166208   94.0851        20.6862        
8853      78375609  693859266477   94.0904        20.687         
8854      78393316  694094419864   94.0957        20.6877        
8855      78411025  694329626375   94.101         20.6885        
8856      78428736  694564886016   94.1063        20.6893        
8857      78446449  694800198793   94.1116        20.6901        
8858      78464164  695035564712   94.1169        20.6909        
8859      78481881  695270983779   94.1223        20.6916        
8860      78499600  695506456000   94.1276        20.6924        
8861      78517321  695741981381   94.1329        20.6932        
8862      78535044  695977559928   94.1382        20.694         
8863      78552769  696213191647   94.1435        20.6948        
8864      78570496  696448876544   94.1488        20.6955        
8865      78588225  696684614625   94.1541        20.6963        
8866      78605956  696920405896   94.1594        20.6971        
8867      78623689  697156250363   94.1647        20.6979        
8868      78641424  697392148032   94.1701        20.6986        
8869      78659161  697628098909   94.1754        20.6994        
8870      78676900  697864103000   94.1807        20.7002        
8871      78694641  698100160311   94.186         20.701         
8872      78712384  698336270848   94.1913        20.7018        
8873      78730129  698572434617   94.1966        20.7025        
8874      78747876  698808651624   94.2019        20.7033        
8875      78765625  699044921875   94.2072        20.7041        
8876      78783376  699281245376   94.2125        20.7049        
8877      78801129  699517622133   94.2178        20.7056        
8878      78818884  699754052152   94.2231        20.7064        
8879      78836641  699990535439   94.2284        20.7072        
8880      78854400  700227072000   94.2338        20.708         
8881      78872161  700463661841   94.2391        20.7088        
8882      78889924  700700304968   94.2444        20.7095        
8883      78907689  700937001387   94.2497        20.7103        
8884      78925456  701173751104   94.255         20.7111        
8885      78943225  701410554125   94.2603        20.7119        
8886      78960996  701647410456   94.2656        20.7126        
8887      78978769  701884320103   94.2709        20.7134        
8888      78996544  702121283072   94.2762        20.7142        
8889      79014321  702358299369   94.2815        20.715         
8890      79032100  702595369000   94.2868        20.7157        
8891      79049881  702832491971   94.2921        20.7165        
8892      79067664  703069668288   94.2974        20.7173        
8893      79085449  703306897957   94.3027        20.7181        
8894      79103236  703544180984   94.308         20.7189        
8895      79121025  703781517375   94.3133        20.7196        
8896      79138816  704018907136   94.3186        20.7204        
8897      79156609  704256350273   94.3239        20.7212        
8898      79174404  704493846792   94.3292        20.722         
8899      79192201  704731396699   94.3345        20.7227        
8900      79210000  704969000000   94.3398        20.7235        
8901      79227801  705206656701   94.3451        20.7243        
8902      79245604  705444366808   94.3504        20.7251        
8903      79263409  705682130327   94.3557        20.7258        
8904      79281216  705919947264   94.361         20.7266        
8905      79299025  706157817625   94.3663        20.7274        
8906      79316836  706395741416   94.3716        20.7282        
8907      79334649  706633718643   94.3769        20.7289        
8908      79352464  706871749312   94.3822        20.7297        
8909      79370281  707109833429   94.3875        20.7305        
8910      79388100  707347971000   94.3928        20.7313        
8911      79405921  707586162031   94.3981        20.732         
8912      79423744  707824406528   94.4034        20.7328        
8913      79441569  708062704497   94.4087        20.7336        
8914      79459396  708301055944   94.414         20.7344        
8915      79477225  708539460875   94.4193        20.7351        
8916      79495056  708777919296   94.4246        20.7359        
8917      79512889  709016431213   94.4299        20.7367        
8918      79530724  709254996632   94.4352        20.7375        
8919      79548561  709493615559   94.4405        20.7382        
8920      79566400  709732288000   94.4458        20.739         
8921      79584241  709971013961   94.451         20.7398        
8922      79602084  710209793448   94.4563        20.7406        
8923      79619929  710448626467   94.4616        20.7413        
8924      79637776  710687513024   94.4669        20.7421        
8925      79655625  710926453125   94.4722        20.7429        
8926      79673476  711165446776   94.4775        20.7437        
8927      79691329  711404493983   94.4828        20.7444        
8928      79709184  711643594752   94.4881        20.7452        
8929      79727041  711882749089   94.4934        20.746         
8930      79744900  712121957000   94.4987        20.7468        
8931      79762761  712361218491   94.504         20.7475        
8932      79780624  712600533568   94.5093        20.7483        
8933      79798489  712839902237   94.5145        20.7491        
8934      79816356  713079324504   94.5198        20.7499        
8935      79834225  713318800375   94.5251        20.7506        
8936      79852096  713558329856   94.5304        20.7514        
8937      79869969  713797912953   94.5357        20.7522        
8938      79887844  714037549672   94.541         20.753         
8939      79905721  714277240019   94.5463        20.7537        
8940      79923600  714516984000   94.5516        20.7545        
8941      79941481  714756781621   94.5569        20.7553        
8942      79959364  714996632888   94.5621        20.7561        
8943      79977249  715236537807   94.5674        20.7568        
8944      79995136  715476496384   94.5727        20.7576        
8945      80013025  715716508625   94.578         20.7584        
8946      80030916  715956574536   94.5833        20.7592        
8947      80048809  716196694123   94.5886        20.7599        
8948      80066704  716436867392   94.5939        20.7607        
8949      80084601  716677094349   94.5992        20.7615        
8950      80102500  716917375000   94.6044        20.7622        
8951      80120401  717157709351   94.6097        20.763         
8952      80138304  717398097408   94.615         20.7638        
8953      80156209  717638539177   94.6203        20.7646        
8954      80174116  717879034664   94.6256        20.7653        
8955      80192025  718119583875   94.6309        20.7661        
8956      80209936  718360186816   94.6361        20.7669        
8957      80227849  718600843493   94.6414        20.7677        
8958      80245764  718841553912   94.6467        20.7684        
8959      80263681  719082318079   94.652         20.7692        
8960      80281600  719323136000   94.6573        20.77          
8961      80299521  719564007681   94.6626        20.7707        
8962      80317444  719804933128   94.6678        20.7715        
8963      80335369  720045912347   94.6731        20.7723        
8964      80353296  720286945344   94.6784        20.7731        
8965      80371225  720528032125   94.6837        20.7738        
8966      80389156  720769172696   94.689         20.7746        
8967      80407089  721010367063   94.6942        20.7754        
8968      80425024  721251615232   94.6995        20.7762        
8969      80442961  721492917209   94.7048        20.7769        
8970      80460900  721734273000   94.7101        20.7777        
8971      80478841  721975682611   94.7154        20.7785        
8972      80496784  722217146048   94.7206        20.7792        
8973      80514729  722458663317   94.7259        20.78          
8974      80532676  722700234424   94.7312        20.7808        
8975      80550625  722941859375   94.7365        20.7816        
8976      80568576  723183538176   94.7418        20.7823        
8977      80586529  723425270833   94.747         20.7831        
8978      80604484  723667057352   94.7523        20.7839        
8979      80622441  723908897739   94.7576        20.7846        
8980      80640400  724150792000   94.7629        20.7854        
8981      80658361  724392740141   94.7681        20.7862        
8982      80676324  724634742168   94.7734        20.787         
8983      80694289  724876798087   94.7787        20.7877        
8984      80712256  725118907904   94.784         20.7885        
8985      80730225  725361071625   94.7892        20.7893        
8986      80748196  725603289256   94.7945        20.79          
8987      80766169  725845560803   94.7998        20.7908        
8988      80784144  726087886272   94.8051        20.7916        
8989      80802121  726330265669   94.8103        20.7924        
8990      80820100  726572699000   94.8156        20.7931        
8991      80838081  726815186271   94.8209        20.7939        
8992      80856064  727057727488   94.8262        20.7947        
8993      80874049  727300322657   94.8314        20.7954        
8994      80892036  727542971784   94.8367        20.7962        
8995      80910025  727785674875   94.842         20.797         
8996      80928016  728028431936   94.8472        20.7978        
8997      80946009  728271242973   94.8525        20.7985        
8998      80964004  728514107992   94.8578        20.7993        
8999      80982001  728757026999   94.8631        20.8001        
9000      81000000  729000000000   94.8683        20.8008        
9001      81018001  729243027001   94.8736        20.8016        
9002      81036004  729486108008   94.8789        20.8024        
9003      81054009  729729243027   94.8841        20.8031        
9004      81072016  729972432064   94.8894        20.8039        
9005      81090025  730215675125   94.8947        20.8047        
9006      81108036  730458972216   94.8999        20.8055        
9007      81126049  730702323343   94.9052        20.8062        
9008      81144064  730945728512   94.9105        20.807         
9009      81162081  731189187729   94.9158        20.8078        
9010      81180100  731432701000   94.921         20.8085        
9011      81198121  731676268331   94.9263        20.8093        
9012      81216144  731919889728   94.9316        20.8101        
9013      81234169  732163565197   94.9368        20.8108        
9014      81252196  732407294744   94.9421        20.8116        
9015      81270225  732651078375   94.9474        20.8124        
9016      81288256  732894916096   94.9526        20.8132        
9017      81306289  733138807913   94.9579        20.8139        
9018      81324324  733382753832   94.9632        20.8147        
9019      81342361  733626753859   94.9684        20.8155        
9020      81360400  733870808000   94.9737        20.8162        
9021      81378441  734114916261   94.9789        20.817         
9022      81396484  734359078648   94.9842        20.8178        
9023      81414529  734603295167   94.9895        20.8185        
9024      81432576  734847565824   94.9947        20.8193        
9025      81450625  735091890625   95.0           20.8201        
9026      81468676  735336269576   95.0053        20.8208        
9027      81486729  735580702683   95.0105        20.8216        
9028      81504784  735825189952   95.0158        20.8224        
9029      81522841  736069731389   95.0211        20.8232        
9030      81540900  736314327000   95.0263        20.8239        
9031      81558961  736558976791   95.0316        20.8247        
9032      81577024  736803680768   95.0368        20.8255        
9033      81595089  737048438937   95.0421        20.8262        
9034      81613156  737293251304   95.0474        20.827         
9035      81631225  737538117875   95.0526        20.8278        
9036      81649296  737783038656   95.0579        20.8285        
9037      81667369  738028013653   95.0631        20.8293        
9038      81685444  738273042872   95.0684        20.8301        
9039      81703521  738518126319   95.0737        20.8308        
9040      81721600  738763264000   95.0789        20.8316        
9041      81739681  739008455921   95.0842        20.8324        
9042      81757764  739253702088   95.0894        20.8331        
9043      81775849  739499002507   95.0947        20.8339        
9044      81793936  739744357184   95.0999        20.8347        
9045      81812025  739989766125   95.1052        20.8354        
9046      81830116  740235229336   95.1105        20.8362        
9047      81848209  740480746823   95.1157        20.837         
9048      81866304  740726318592   95.121         20.8378        
9049      81884401  740971944649   95.1262        20.8385        
9050      81902500  741217625000   95.1315        20.8393        
9051      81920601  741463359651   95.1367        20.8401        
9052      81938704  741709148608   95.142         20.8408        
9053      81956809  741954991877   95.1473        20.8416        
9054      81974916  742200889464   95.1525        20.8424        
9055      81993025  742446841375   95.1578        20.8431        
9056      82011136  742692847616   95.163         20.8439        
9057      82029249  742938908193   95.1683        20.8447        
9058      82047364  743185023112   95.1735        20.8454        
9059      82065481  743431192379   95.1788        20.8462        
9060      82083600  743677416000   95.184         20.847         
9061      82101721  743923693981   95.1893        20.8477        
9062      82119844  744170026328   95.1945        20.8485        
9063      82137969  744416413047   95.1998        20.8493        
9064      82156096  744662854144   95.205         20.85          
9065      82174225  744909349625   95.2103        20.8508        
9066      82192356  745155899496   95.2155        20.8516        
9067      82210489  745402503763   95.2208        20.8523        
9068      82228624  745649162432   95.226         20.8531        
9069      82246761  745895875509   95.2313        20.8539        
9070      82264900  746142643000   95.2365        20.8546        
9071      82283041  746389464911   95.2418        20.8554        
9072      82301184  746636341248   95.247         20.8562        
9073      82319329  746883272017   95.2523        20.8569        
9074      82337476  747130257224   95.2575        20.8577        
9075      82355625  747377296875   95.2628        20.8585        
9076      82373776  747624390976   95.268         20.8592        
9077      82391929  747871539533   95.2733        20.86          
9078      82410084  748118742552   95.2785        20.8608        
9079      82428241  748366000039   95.2838        20.8615        
9080      82446400  748613312000   95.289         20.8623        
9081      82464561  748860678441   95.2943        20.8631        
9082      82482724  749108099368   95.2995        20.8638        
9083      82500889  749355574787   95.3048        20.8646        
9084      82519056  749603104704   95.31          20.8654        
9085      82537225  749850689125   95.3153        20.8661        
9086      82555396  750098328056   95.3205        20.8669        
9087      82573569  750346021503   95.3258        20.8676        
9088      82591744  750593769472   95.331         20.8684        
9089      82609921  750841571969   95.3362        20.8692        
9090      82628100  751089429000   95.3415        20.8699        
9091      82646281  751337340571   95.3467        20.8707        
9092      82664464  751585306688   95.352         20.8715        
9093      82682649  751833327357   95.3572        20.8722        
9094      82700836  752081402584   95.3625        20.873         
9095      82719025  752329532375   95.3677        20.8738        
9096      82737216  752577716736   95.373         20.8745        
9097      82755409  752825955673   95.3782        20.8753        
9098      82773604  753074249192   95.3834        20.8761        
9099      82791801  753322597299   95.3887        20.8768        
9100      82810000  753571000000   95.3939        20.8776        
9101      82828201  753819457301   95.3992        20.8784        
9102      82846404  754067969208   95.4044        20.8791        
9103      82864609  754316535727   95.4096        20.8799        
9104      82882816  754565156864   95.4149        20.8807        
9105      82901025  754813832625   95.4201        20.8814        
9106      82919236  755062563016   95.4254        20.8822        
9107      82937449  755311348043   95.4306        20.8829        
9108      82955664  755560187712   95.4358        20.8837        
9109      82973881  755809082029   95.4411        20.8845        
9110      82992100  756058031000   95.4463        20.8852        
9111      83010321  756307034631   95.4516        20.886         
9112      83028544  756556092928   95.4568        20.8868        
9113      83046769  756805205897   95.462         20.8875        
9114      83064996  757054373544   95.4673        20.8883        
9115      83083225  757303595875   95.4725        20.8891        
9116      83101456  757552872896   95.4777        20.8898        
9117      83119689  757802204613   95.483         20.8906        
9118      83137924  758051591032   95.4882        20.8914        
9119      83156161  758301032159   95.4935        20.8921        
9120      83174400  758550528000   95.4987        20.8929        
9121      83192641  758800078561   95.5039        20.8936        
9122      83210884  759049683848   95.5092        20.8944        
9123      83229129  759299343867   95.5144        20.8952        
9124      83247376  759549058624   95.5196        20.8959        
9125      83265625  759798828125   95.5249        20.8967        
9126      83283876  760048652376   95.5301        20.8975        
9127      83302129  760298531383   95.5353        20.8982        
9128      83320384  760548465152   95.5406        20.899         
9129      83338641  760798453689   95.5458        20.8997        
9130      83356900  761048497000   95.551         20.9005        
9131      83375161  761298595091   95.5563        20.9013        
9132      83393424  761548747968   95.5615        20.902         
9133      83411689  761798955637   95.5667        20.9028        
9134      83429956  762049218104   95.572         20.9036        
9135      83448225  762299535375   95.5772        20.9043        
9136      83466496  762549907456   95.5824        20.9051        
9137      83484769  762800334353   95.5877        20.9059        
9138      83503044  763050816072   95.5929        20.9066        
9139      83521321  763301352619   95.5981        20.9074        
9140      83539600  763551944000   95.6033        20.9081        
9141      83557881  763802590221   95.6086        20.9089        
9142      83576164  764053291288   95.6138        20.9097        
9143      83594449  764304047207   95.619         20.9104        
9144      83612736  764554857984   95.6243        20.9112        
9145      83631025  764805723625   95.6295        20.912         
9146      83649316  765056644136   95.6347        20.9127        
9147      83667609  765307619523   95.6399        20.9135        
9148      83685904  765558649792   95.6452        20.9142        
9149      83704201  765809734949   95.6504        20.915         
9150      83722500  766060875000   95.6556        20.9158        
9151      83740801  766312069951   95.6609        20.9165        
9152      83759104  766563319808   95.6661        20.9173        
9153      83777409  766814624577   95.6713        20.918         
9154      83795716  767065984264   95.6765        20.9188        
9155      83814025  767317398875   95.6818        20.9196        
9156      83832336  767568868416   95.687         20.9203        
9157      83850649  767820392893   95.6922        20.9211        
9158      83868964  768071972312   95.6974        20.9219        
9159      83887281  768323606679   95.7027        20.9226        
9160      83905600  768575296000   95.7079        20.9234        
9161      83923921  768827040281   95.7131        20.9241        
9162      83942244  769078839528   95.7183        20.9249        
9163      83960569  769330693747   95.7236        20.9257        
9164      83978896  769582602944   95.7288        20.9264        
9165      83997225  769834567125   95.734         20.9272        
9166      84015556  770086586296   95.7392        20.9279        
9167      84033889  770338660463   95.7445        20.9287        
9168      84052224  770590789632   95.7497        20.9295        
9169      84070561  770842973809   95.7549        20.9302        
9170      84088900  771095213000   95.7601        20.931         
9171      84107241  771347507211   95.7653        20.9318        
9172      84125584  771599856448   95.7706        20.9325        
9173      84143929  771852260717   95.7758        20.9333        
9174      84162276  772104720024   95.781         20.934         
9175      84180625  772357234375   95.7862        20.9348        
9176      84198976  772609803776   95.7914        20.9356        
9177      84217329  772862428233   95.7967        20.9363        
9178      84235684  773115107752   95.8019        20.9371        
9179      84254041  773367842339   95.8071        20.9378        
9180      84272400  773620632000   95.8123        20.9386        
9181      84290761  773873476741   95.8175        20.9394        
9182      84309124  774126376568   95.8228        20.9401        
9183      84327489  774379331487   95.828         20.9409        
9184      84345856  774632341504   95.8332        20.9416        
9185      84364225  774885406625   95.8384        20.9424        
9186      84382596  775138526856   95.8436        20.9432        
9187      84400969  775391702203   95.8488        20.9439        
9188      84419344  775644932672   95.8541        20.9447        
9189      84437721  775898218269   95.8593        20.9454        
9190      84456100  776151559000   95.8645        20.9462        
9191      84474481  776404954871   95.8697        20.947         
9192      84492864  776658405888   95.8749        20.9477        
9193      84511249  776911912057   95.8801        20.9485        
9194      84529636  777165473384   95.8853        20.9492        
9195      84548025  777419089875   95.8906        20.95          
9196      84566416  777672761536   95.8958        20.9508        
9197      84584809  777926488373   95.901         20.9515        
9198      84603204  778180270392   95.9062        20.9523        
9199      84621601  778434107599   95.9114        20.953         
9200      84640000  778688000000   95.9166        20.9538        
9201      84658401  778941947601   95.9218        20.9546        
9202      84676804  779195950408   95.9271        20.9553        
9203      84695209  779450008427   95.9323        20.9561        
9204      84713616  779704121664   95.9375        20.9568        
9205      84732025  779958290125   95.9427        20.9576        
9206      84750436  780212513816   95.9479        20.9583        
9207      84768849  780466792743   95.9531        20.9591        
9208      84787264  780721126912   95.9583        20.9599        
9209      84805681  780975516329   95.9635        20.9606        
9210      84824100  781229961000   95.9687        20.9614        
9211      84842521  781484460931   95.974         20.9621        
9212      84860944  781739016128   95.9792        20.9629        
9213      84879369  781993626597   95.9844        20.9637        
9214      84897796  782248292344   95.9896        20.9644        
9215      84916225  782503013375   95.9948        20.9652        
9216      84934656  782757789696   96.0           20.9659        
9217      84953089  783012621313   96.0052        20.9667        
9218      84971524  783267508232   96.0104        20.9674        
9219      84989961  783522450459   96.0156        20.9682        
9220      85008400  783777448000   96.0208        20.969         
9221      85026841  784032500861   96.026         20.9697        
9222      85045284  784287609048   96.0312        20.9705        
9223      85063729  784542772567   96.0365        20.9712        
9224      85082176  784797991424   96.0417        20.972         
9225      85100625  785053265625   96.0469        20.9728        
9226      85119076  785308595176   96.0521        20.9735        
9227      85137529  785563980083   96.0573        20.9743        
9228      85155984  785819420352   96.0625        20.975         
9229      85174441  786074915989   96.0677        20.9758        
9230      85192900  786330467000   96.0729        20.9765        
9231      85211361  786586073391   96.0781        20.9773        
9232      85229824  786841735168   96.0833        20.9781        
9233      85248289  787097452337   96.0885        20.9788        
9234      85266756  787353224904   96.0937        20.9796        
9235      85285225  787609052875   96.0989        20.9803        
9236      85303696  787864936256   96.1041        20.9811        
9237      85322169  788120875053   96.1093        20.9818        
9238      85340644  788376869272   96.1145        20.9826        
9239      85359121  788632918919   96.1197        20.9834        
9240      85377600  788889024000   96.1249        20.9841        
9241      85396081  789145184521   96.1301        20.9849        
9242      85414564  789401400488   96.1353        20.9856        
9243      85433049  789657671907   96.1405        20.9864        
9244      85451536  789913998784   96.1457        20.9871        
9245      85470025  790170381125   96.1509        20.9879        
9246      85488516  790426818936   96.1561        20.9887        
9247      85507009  790683312223   96.1613        20.9894        
9248      85525504  790939860992   96.1665        20.9902        
9249      85544001  791196465249   96.1717        20.9909        
9250      85562500  791453125000   96.1769        20.9917        
9251      85581001  791709840251   96.1821        20.9924        
9252      85599504  791966611008   96.1873        20.9932        
9253      85618009  792223437277   96.1925        20.994         
9254      85636516  792480319064   96.1977        20.9947        
9255      85655025  792737256375   96.2029        20.9955        
9256      85673536  792994249216   96.2081        20.9962        
9257      85692049  793251297593   96.2133        20.997         
9258      85710564  793508401512   96.2185        20.9977        
9259      85729081  793765560979   96.2237        20.9985        
9260      85747600  794022776000   96.2289        20.9992        
9261      85766121  794280046581   96.2341        21.0           
9262      85784644  794537372728   96.2393        21.0008        
9263      85803169  794794754447   96.2445        21.0015        
9264      85821696  795052191744   96.2497        21.0023        
9265      85840225  795309684625   96.2549        21.003         
9266      85858756  795567233096   96.2601        21.0038        
9267      85877289  795824837163   96.2653        21.0045        
9268      85895824  796082496832   96.2705        21.0053        
9269      85914361  796340212109   96.2756        21.006         
9270      85932900  796597983000   96.2808        21.0068        
9271      85951441  796855809511   96.286         21.0076        
9272      85969984  797113691648   96.2912        21.0083        
9273      85988529  797371629417   96.2964        21.0091        
9274      86007076  797629622824   96.3016        21.0098        
9275      86025625  797887671875   96.3068        21.0106        
9276      86044176  798145776576   96.312         21.0113        
9277      86062729  798403936933   96.3172        21.0121        
9278      86081284  798662152952   96.3224        21.0128        
9279      86099841  798920424639   96.3276        21.0136        
9280      86118400  799178752000   96.3328        21.0144        
9281      86136961  799437135041   96.3379        21.0151        
9282      86155524  799695573768   96.3431        21.0159        
9283      86174089  799954068187   96.3483        21.0166        
9284      86192656  800212618304   96.3535        21.0174        
9285      86211225  800471224125   96.3587        21.0181        
9286      86229796  800729885656   96.3639        21.0189        
9287      86248369  800988602903   96.3691        21.0196        
9288      86266944  801247375872   96.3743        21.0204        
9289      86285521  801506204569   96.3795        21.0211        
9290      86304100  801765089000   96.3846        21.0219        
9291      86322681  802024029171   96.3898        21.0227        
9292      86341264  802283025088   96.395         21.0234        
9293      86359849  802542076757   96.4002        21.0242        
9294      86378436  802801184184   96.4054        21.0249        
9295      86397025  803060347375   96.4106        21.0257        
9296      86415616  803319566336   96.4158        21.0264        
9297      86434209  803578841073   96.421         21.0272        
9298      86452804  803838171592   96.4261        21.0279        
9299      86471401  804097557899   96.4313        21.0287        
9300      86490000  804357000000   96.4365        21.0294        
9301      86508601  804616497901   96.4417        21.0302        
9302      86527204  804876051608   96.4469        21.0309        
9303      86545809  805135661127   96.4521        21.0317        
9304      86564416  805395326464   96.4572        21.0325        
9305      86583025  805655047625   96.4624        21.0332        
9306      86601636  805914824616   96.4676        21.034         
9307      86620249  806174657443   96.4728        21.0347        
9308      86638864  806434546112   96.478         21.0355        
9309      86657481  806694490629   96.4832        21.0362        
9310      86676100  806954491000   96.4883        21.037         
9311      86694721  807214547231   96.4935        21.0377        
9312      86713344  807474659328   96.4987        21.0385        
9313      86731969  807734827297   96.5039        21.0392        
9314      86750596  807995051144   96.5091        21.04          
9315      86769225  808255330875   96.5142        21.0407        
9316      86787856  808515666496   96.5194        21.0415        
9317      86806489  808776058013   96.5246        21.0422        
9318      86825124  809036505432   96.5298        21.043         
9319      86843761  809297008759   96.535         21.0437        
9320      86862400  809557568000   96.5401        21.0445        
9321      86881041  809818183161   96.5453        21.0453        
9322      86899684  810078854248   96.5505        21.046         
9323      86918329  810339581267   96.5557        21.0468        
9324      86936976  810600364224   96.5609        21.0475        
9325      86955625  810861203125   96.566         21.0483        
9326      86974276  811122097976   96.5712        21.049         
9327      86992929  811383048783   96.5764        21.0498        
9328      87011584  811644055552   96.5816        21.0505        
9329      87030241  811905118289   96.5867        21.0513        
9330      87048900  812166237000   96.5919        21.052         
9331      87067561  812427411691   96.5971        21.0528        
9332      87086224  812688642368   96.6023        21.0535        
9333      87104889  812949929037   96.6075        21.0543        
9334      87123556  813211271704   96.6126        21.055         
9335      87142225  813472670375   96.6178        21.0558        
9336      87160896  813734125056   96.623         21.0565        
9337      87179569  813995635753   96.6282        21.0573        
9338      87198244  814257202472   96.6333        21.058         
9339      87216921  814518825219   96.6385        21.0588        
9340      87235600  814780504000   96.6437        21.0595        
9341      87254281  815042238821   96.6488        21.0603        
9342      87272964  815304029688   96.654         21.061         
9343      87291649  815565876607   96.6592        21.0618        
9344      87310336  815827779584   96.6644        21.0625        
9345      87329025  816089738625   96.6695        21.0633        
9346      87347716  816351753736   96.6747        21.0641        
9347      87366409  816613824923   96.6799        21.0648        
9348      87385104  816875952192   96.6851        21.0656        
9349      87403801  817138135549   96.6902        21.0663        
